instrumento,fund,rate,mes,year
Bonos EIF 1,TOTAL_CCI,10.471444971827282,9,2024
Bonos EIF 1,RESERVAS-R3,11.26,9,2024
Bonos EIF 1,BANCO_CENTRAL-R3,9.53,9,2024
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,10.530000000000001,9,2024
Bonos EIF 1,TOTAL_SISTEMA,10.481211757528873,9,2024
Certificados de Depósito EIF1,ATLÁNTICO,9.569999999999999,9,2024
Certificados de Depósito EIF1,CRECER,10.47,9,2024
Certificados de Depósito EIF1,JMMB_BDI,11.59,9,2024
Certificados de Depósito EIF1,POPULAR,12.520000000000001,9,2024
Certificados de Depósito EIF1,RESERVAS,11.95,9,2024
Certificados de Depósito EIF1,ROMANA,12.809999999999999,9,2024
Certificados de Depósito EIF1,SIEMBRA,12.479999999999999,9,2024
Certificados de Depósito EIF1,TOTAL_CCI,12.352898328416286,9,2024
Certificados de Depósito EIF1,RESERVAS-R3,12.3,9,2024
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,12.82,9,2024
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,12.27,9,2024
Certificados de Depósito EIF1,TOTAL_SISTEMA,12.354718317956317,9,2024
Certificados Inversión Especial BCRD2,ATLÁNTICO,7.580000000000001,9,2024
Certificados Inversión Especial BCRD2,CRECER,0,9,2024
Certificados Inversión Especial BCRD2,JMMB_BDI,5.58,9,2024
Certificados Inversión Especial BCRD2,POPULAR,10.5,9,2024
Certificados Inversión Especial BCRD2,RESERVAS,0,9,2024
Certificados Inversión Especial BCRD2,ROMANA,7.580000000000001,9,2024
Certificados Inversión Especial BCRD2,SIEMBRA,0,9,2024
Certificados Inversión Especial BCRD2,TOTAL_CCI,8.337177587506602,9,2024
Certificados Inversión Especial BCRD2,RESERVAS-R3,0,9,2024
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,14.19,9,2024
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,9,2024
Certificados Inversión Especial BCRD2,TOTAL_SISTEMA,13.428133301603623,9,2024
Letras BCRD2,ATLÁNTICO,0,9,2024
Letras BCRD2,CRECER,0,9,2024
Letras BCRD2,JMMB_BDI,0,9,2024
Letras BCRD2,POPULAR,0,9,2024
Letras BCRD2,RESERVAS,0,9,2024
Letras BCRD2,ROMANA,0,9,2024
Letras BCRD2,SIEMBRA,0,9,2024
Letras BCRD2,TOTAL_CCI,0,9,2024
Letras BCRD2,RESERVAS-R3,0,9,2024
Letras BCRD2,BANCO_CENTRAL-R3,0,9,2024
Letras BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,9,2024
Letras BCRD2,TOTAL_SISTEMA,0,9,2024
Notas BCRD2,ATLÁNTICO,7.049999999999999,9,2024
Notas BCRD2,CRECER,8.61,9,2024
Notas BCRD2,JMMB_BDI,10.9,9,2024
Notas BCRD2,POPULAR,9.92,9,2024
Notas BCRD2,RESERVAS,9.28,9,2024
Notas BCRD2,ROMANA,9.43,9,2024
Notas BCRD2,SIEMBRA,9.610000000000001,9,2024
Notas BCRD2,TOTAL_CCI,9.579360408981243,9,2024
Notas BCRD2,RESERVAS-R3,8.260000000000002,9,2024
Notas BCRD2,BANCO_CENTRAL-R3,11.709999999999999,9,2024
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,8.99,9,2024
Notas BCRD2,TOTAL_SISTEMA,9.637548770612852,9,2024
Bonos Ministerio de Hacienda,ATLÁNTICO,6.01,10,2024
Bonos Ministerio de Hacienda,CRECER,7.3999999999999995,10,2024
Bonos Ministerio de Hacienda,JMMB_BDI,5.54,10,2024
Bonos Ministerio de Hacienda,POPULAR,7.01,10,2024
Bonos Ministerio de Hacienda,RESERVAS,7.739999999999999,10,2024
Bonos Ministerio de Hacienda,ROMANA,7.430000000000001,10,2024
Bonos Ministerio de Hacienda,SIEMBRA,6.13,10,2024
Bonos Ministerio de Hacienda,TOTAL_CCI,7.086218376592418,10,2024
Bonos Ministerio de Hacienda,RESERVAS-R3,6.92,10,2024
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,6.93,10,2024
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,7.249999999999999,10,2024
Bonos Ministerio de Hacienda,TOTAL_SISTEMA,7.092761692339885,10,2024
Bonos EIF 1,ATLÁNTICO,10.02,10,2024
Bonos EIF 1,CRECER,10.11,10,2024
Bonos EIF 1,JMMB_BDI,10.16,10,2024
Bonos EIF 1,POPULAR,10.489999999999998,10,2024
Bonos EIF 1,RESERVAS,10.31,10,2024
Bonos EIF 1,ROMANA,10,10,2024
Bonos EIF 1,SIEMBRA,10.620000000000001,10,2024
Bonos EIF 1,TOTAL_CCI,10.424429204417232,10,2024
Bonos EIF 1,RESERVAS-R3,11.28,10,2024
Bonos EIF 1,BANCO_CENTRAL-R3,9.53,10,2024
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,10.530000000000001,10,2024
Bonos EIF 1,TOTAL_SISTEMA,10.435995811517202,10,2024
Certificados de Depósito EIF1,ATLÁNTICO,10.190000000000001,10,2024
Certificados de Depósito EIF1,CRECER,12.120000000000001,10,2024
Certificados de Depósito EIF1,JMMB_BDI,12.959999999999999,10,2024
Certificados de Depósito EIF1,POPULAR,11.600000000000001,10,2024
Certificados de Depósito EIF1,RESERVAS,10.45,10,2024
Certificados de Depósito EIF1,ROMANA,12.879999999999999,10,2024
Certificados de Depósito EIF1,SIEMBRA,12.120000000000001,10,2024
Certificados de Depósito EIF1,TOTAL_CCI,11.845379722962706,10,2024
Certificados de Depósito EIF1,RESERVAS-R3,12.19,10,2024
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,12.61,10,2024
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,12.46,10,2024
Certificados de Depósito EIF1,TOTAL_SISTEMA,11.92746288514164,10,2024
Certificados Inversión Especial BCRD2,ATLÁNTICO,7.580000000000001,10,2024
Certificados Inversión Especial BCRD2,CRECER,0,10,2024
Certificados Inversión Especial BCRD2,JMMB_BDI,5.58,10,2024
Certificados Inversión Especial BCRD2,POPULAR,10.5,10,2024
Certificados Inversión Especial BCRD2,RESERVAS,0,10,2024
Certificados Inversión Especial BCRD2,ROMANA,7.580000000000001,10,2024
Certificados Inversión Especial BCRD2,SIEMBRA,0,10,2024
Certificados Inversión Especial BCRD2,TOTAL_CCI,8.336293974865617,10,2024
Certificados Inversión Especial BCRD2,RESERVAS-R3,0,10,2024
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,14.27,10,2024
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,10,2024
Certificados Inversión Especial BCRD2,TOTAL_SISTEMA,13.493770940947433,10,2024
Letras BCRD2,ATLÁNTICO,0,10,2024
Letras BCRD2,CRECER,0,10,2024
Letras BCRD2,JMMB_BDI,0,10,2024
Letras BCRD2,POPULAR,0,10,2024
Letras BCRD2,RESERVAS,0,10,2024
Letras BCRD2,ROMANA,0,10,2024
Letras BCRD2,SIEMBRA,0,10,2024
Letras BCRD2,TOTAL_CCI,0,10,2024
Letras BCRD2,RESERVAS-R3,0,10,2024
Letras BCRD2,BANCO_CENTRAL-R3,0,10,2024
Letras BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,10,2024
Letras BCRD2,TOTAL_SISTEMA,0,10,2024
Notas BCRD2,ATLÁNTICO,7.06,10,2024
Notas BCRD2,CRECER,8.61,10,2024
Notas BCRD2,JMMB_BDI,9.91,10,2024
Notas BCRD2,POPULAR,9.66,10,2024
Notas BCRD2,RESERVAS,9.29,10,2024
Notas BCRD2,ROMANA,9.43,10,2024
Notas BCRD2,SIEMBRA,9.370000000000001,10,2024
Notas BCRD2,TOTAL_CCI,9.373191121022444,10,2024
Notas BCRD2,RESERVAS-R3,7.62,10,2024
Notas BCRD2,BANCO_CENTRAL-R3,11.76,10,2024
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,8.9,10,2024
Notas BCRD2,TOTAL_SISTEMA,9.437138362925799,10,2024
Bonos Ministerio de Hacienda,ATLÁNTICO,5.970000000000001,11,2024
Bonos Ministerio de Hacienda,CRECER,7.720000000000001,11,2024
Bonos Ministerio de Hacienda,JMMB_BDI,5.489999999999999,11,2024
Bonos Ministerio de Hacienda,POPULAR,6.8500000000000005,11,2024
Bonos Ministerio de Hacienda,RESERVAS,8.06,11,2024
Bonos Ministerio de Hacienda,ROMANA,7.430000000000001,11,2024
Bonos Ministerio de Hacienda,SIEMBRA,6.15,11,2024
Bonos Ministerio de Hacienda,TOTAL_CCI,7.195000307086197,11,2024
Bonos Ministerio de Hacienda,RESERVAS-R3,7.109999999999999,11,2024
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,7.68,11,2024
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,7.449999999999999,11,2024
Bonos Ministerio de Hacienda,TOTAL_SISTEMA,7.224161096490192,11,2024
Bonos EIF 1,ATLÁNTICO,10.56,11,2024
Bonos EIF 1,CRECER,10.12,11,2024
Bonos EIF 1,JMMB_BDI,11.23,11,2024
Bonos EIF 1,POPULAR,10.489999999999998,11,2024
Bonos EIF 1,RESERVAS,10.31,11,2024
Bonos EIF 1,ROMANA,10,11,2024
Bonos EIF 1,SIEMBRA,10.63,11,2024
Bonos EIF 1,TOTAL_CCI,10.439250524906667,11,2024
Bonos EIF 1,RESERVAS-R3,11.29,11,2024
Bonos EIF 1,BANCO_CENTRAL-R3,9.520000000000001,11,2024
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,10.530000000000001,11,2024
Bonos EIF 1,TOTAL_SISTEMA,10.450009747571505,11,2024
Certificados de Depósito EIF1,ATLÁNTICO,10.11,11,2024
Certificados de Depósito EIF1,CRECER,11.44,11,2024
Certificados de Depósito EIF1,JMMB_BDI,13.309999999999999,11,2024
Certificados de Depósito EIF1,POPULAR,12,11,2024
Certificados de Depósito EIF1,RESERVAS,11.91,11,2024
Certificados de Depósito EIF1,ROMANA,12.879999999999999,11,2024
Certificados de Depósito EIF1,SIEMBRA,12.33,11,2024
Certificados de Depósito EIF1,TOTAL_CCI,12.173833116811899,11,2024
Certificados de Depósito EIF1,RESERVAS-R3,12.790000000000001,11,2024
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,13.170000000000002,11,2024
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,12.7,11,2024
Certificados de Depósito EIF1,TOTAL_SISTEMA,12.290084058592269,11,2024
Certificados Inversión Especial BCRD2,ATLÁNTICO,7.580000000000001,11,2024
Certificados Inversión Especial BCRD2,CRECER,0,11,2024
Certificados Inversión Especial BCRD2,JMMB_BDI,9.629999999999999,11,2024
Certificados Inversión Especial BCRD2,POPULAR,10.5,11,2024
Certificados Inversión Especial BCRD2,RESERVAS,0,11,2024
Certificados Inversión Especial BCRD2,ROMANA,7.580000000000001,11,2024
Certificados Inversión Especial BCRD2,SIEMBRA,0,11,2024
Certificados Inversión Especial BCRD2,TOTAL_CCI,8.361094632377469,11,2024
Certificados Inversión Especial BCRD2,RESERVAS-R3,0,11,2024
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,14.27,11,2024
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,11,2024
Certificados Inversión Especial BCRD2,TOTAL_SISTEMA,13.500496465805723,11,2024
Letras BCRD2,ATLÁNTICO,NA,11,2024
Letras BCRD2,CRECER,NA,11,2024
Letras BCRD2,JMMB_BDI,NA,11,2024
Letras BCRD2,POPULAR,NA,11,2024
Letras BCRD2,RESERVAS,NA,11,2024
Letras BCRD2,ROMANA,NA,11,2024
Letras BCRD2,SIEMBRA,NA,11,2024
Letras BCRD2,TOTAL_CCI,0,11,2024
Letras BCRD2,RESERVAS-R3,NA,11,2024
Letras BCRD2,BANCO_CENTRAL-R3,NA,11,2024
Letras BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,NA,11,2024
Letras BCRD2,TOTAL_SISTEMA,0,11,2024
Notas BCRD2,ATLÁNTICO,7.049999999999999,11,2024
Notas BCRD2,CRECER,8.61,11,2024
Notas BCRD2,JMMB_BDI,9.790000000000001,11,2024
Notas BCRD2,POPULAR,8.959999999999999,11,2024
Notas BCRD2,RESERVAS,7.22,11,2024
Notas BCRD2,ROMANA,9.44,11,2024
Notas BCRD2,SIEMBRA,8.76,11,2024
Notas BCRD2,TOTAL_CCI,8.736124128957186,11,2024
Notas BCRD2,RESERVAS-R3,7.61,11,2024
Notas BCRD2,BANCO_CENTRAL-R3,12.17,11,2024
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,8.9,11,2024
Notas BCRD2,TOTAL_SISTEMA,8.834741204521597,11,2024
Bonos Ministerio de Hacienda,ATLÁNTICO,5.94,12,2024
Bonos Ministerio de Hacienda,CRECER,7.7,12,2024
Bonos Ministerio de Hacienda,JMMB_BDI,5.46,12,2024
Bonos Ministerio de Hacienda,POPULAR,6.87,12,2024
Bonos Ministerio de Hacienda,RESERVAS,8.81,12,2024
Bonos Ministerio de Hacienda,ROMANA,7.41,12,2024
Bonos Ministerio de Hacienda,SIEMBRA,6.15,12,2024
Bonos Ministerio de Hacienda,TOTAL_CCI,7.357186960158277,12,2024
Bonos Ministerio de Hacienda,RESERVAS-R3,7.109999999999999,12,2024
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,6.92,12,2024
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,7.430000000000001,12,2024
Bonos Ministerio de Hacienda,TOTAL_SISTEMA,7.348608569657385,12,2024
Bonos EIF 1,ATLÁNTICO,10.57,12,2024
Bonos EIF 1,CRECER,10.12,12,2024
Bonos EIF 1,JMMB_BDI,10.14,12,2024
Bonos EIF 1,POPULAR,10.08,12,2024
Bonos EIF 1,RESERVAS,10.01,12,2024
Bonos EIF 1,ROMANA,10,12,2024
Bonos EIF 1,SIEMBRA,10.11,12,2024
Bonos EIF 1,TOTAL_CCI,10.094770978968882,12,2024
Bonos EIF 1,RESERVAS-R3,10.37,12,2024
Bonos EIF 1,BANCO_CENTRAL-R3,9.520000000000001,12,2024
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,10.01,12,2024
Bonos EIF 1,TOTAL_SISTEMA,10.09097820095465,12,2024
Certificados de Depósito EIF1,ATLÁNTICO,9.370000000000001,12,2024
Certificados de Depósito EIF1,CRECER,9,12,2024
Certificados de Depósito EIF1,JMMB_BDI,13.139999999999999,12,2024
Certificados de Depósito EIF1,POPULAR,11.98,12,2024
Certificados de Depósito EIF1,RESERVAS,10.459999999999999,12,2024
Certificados de Depósito EIF1,ROMANA,12.78,12,2024
Certificados de Depósito EIF1,SIEMBRA,11.89,12,2024
Certificados de Depósito EIF1,TOTAL_CCI,11.532719635015793,12,2024
Certificados de Depósito EIF1,RESERVAS-R3,10.65,12,2024
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,13.52,12,2024
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,10.74,12,2024
Certificados de Depósito EIF1,TOTAL_SISTEMA,11.550490495867107,12,2024
Certificados Inversión Especial BCRD2,ATLÁNTICO,7.580000000000001,12,2024
Certificados Inversión Especial BCRD2,CRECER,0,12,2024
Certificados Inversión Especial BCRD2,JMMB_BDI,9.629999999999999,12,2024
Certificados Inversión Especial BCRD2,POPULAR,10.5,12,2024
Certificados Inversión Especial BCRD2,RESERVAS,0,12,2024
Certificados Inversión Especial BCRD2,ROMANA,7.580000000000001,12,2024
Certificados Inversión Especial BCRD2,SIEMBRA,0,12,2024
Certificados Inversión Especial BCRD2,TOTAL_CCI,8.332005132692476,12,2024
Certificados Inversión Especial BCRD2,RESERVAS-R3,0,12,2024
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,14.280000000000001,12,2024
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,12,2024
Certificados Inversión Especial BCRD2,TOTAL_SISTEMA,13.50133529762629,12,2024
Letras BCRD2,ATLÁNTICO,NA,12,2024
Letras BCRD2,CRECER,NA,12,2024
Letras BCRD2,JMMB_BDI,NA,12,2024
Letras BCRD2,POPULAR,NA,12,2024
Letras BCRD2,RESERVAS,NA,12,2024
Letras BCRD2,ROMANA,NA,12,2024
Letras BCRD2,SIEMBRA,NA,12,2024
Letras BCRD2,TOTAL_CCI,0,12,2024
Letras BCRD2,RESERVAS-R3,NA,12,2024
Letras BCRD2,BANCO_CENTRAL-R3,NA,12,2024
Letras BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,NA,12,2024
Letras BCRD2,TOTAL_SISTEMA,0,12,2024
Notas BCRD2,ATLÁNTICO,7.049999999999999,12,2024
Notas BCRD2,CRECER,8.62,12,2024
Notas BCRD2,JMMB_BDI,9.64,12,2024
Notas BCRD2,POPULAR,8.97,12,2024
Notas BCRD2,RESERVAS,8.200000000000001,12,2024
Notas BCRD2,ROMANA,9.44,12,2024
Notas BCRD2,SIEMBRA,8.76,12,2024
Notas BCRD2,TOTAL_CCI,8.799163982425776,12,2024
Notas BCRD2,RESERVAS-R3,7.61,12,2024
Notas BCRD2,BANCO_CENTRAL-R3,12.120000000000001,12,2024
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,8.9,12,2024
Notas BCRD2,TOTAL_SISTEMA,8.892711545646607,12,2024
Bonos Ministerio de Hacienda,ATLÁNTICO,5.91,1,2025
Bonos Ministerio de Hacienda,CRECER,6.569999999999999,1,2025
Bonos Ministerio de Hacienda,JMMB_BDI,5.42,1,2025
Bonos Ministerio de Hacienda,POPULAR,6.38,1,2025
Bonos Ministerio de Hacienda,RESERVAS,6.87,1,2025
Bonos Ministerio de Hacienda,ROMANA,7.42,1,2025
Bonos Ministerio de Hacienda,SIEMBRA,6.23,1,2025
Bonos Ministerio de Hacienda,TOTAL_CCI,6.49936833829641,1,2025
Bonos Ministerio de Hacienda,RESERVAS-R3,6.47,1,2025
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,6.94,1,2025
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,6.2700000000000005,1,2025
Bonos Ministerio de Hacienda,TOTAL_SISTEMA,6.48853868496711,1,2025
Bonos EIF 1,ATLÁNTICO,10.58,1,2025
Bonos EIF 1,CRECER,10.12,1,2025
Bonos EIF 1,JMMB_BDI,10.13,1,2025
Bonos EIF 1,POPULAR,10.08,1,2025
Bonos EIF 1,RESERVAS,10.01,1,2025
Bonos EIF 1,ROMANA,10,1,2025
Bonos EIF 1,SIEMBRA,10.11,1,2025
Bonos EIF 1,TOTAL_CCI,10.09479051368683,1,2025
Bonos EIF 1,RESERVAS-R3,10.37,1,2025
Bonos EIF 1,BANCO_CENTRAL-R3,9.520000000000001,1,2025
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,10.01,1,2025
Bonos EIF 1,TOTAL_SISTEMA,10.090973732796991,1,2025
Certificados de Depósito EIF1,ATLÁNTICO,13.81,1,2025
Certificados de Depósito EIF1,CRECER,9.85,1,2025
Certificados de Depósito EIF1,JMMB_BDI,12.23,1,2025
Certificados de Depósito EIF1,POPULAR,11.44,1,2025
Certificados de Depósito EIF1,RESERVAS,9.56,1,2025
Certificados de Depósito EIF1,ROMANA,12.690000000000001,1,2025
Certificados de Depósito EIF1,SIEMBRA,10.76,1,2025
Certificados de Depósito EIF1,TOTAL_CCI,10.816039591136564,1,2025
Certificados de Depósito EIF1,RESERVAS-R3,9.58,1,2025
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,12.01,1,2025
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,8.97,1,2025
Certificados de Depósito EIF1,TOTAL_SISTEMA,10.758839834016301,1,2025
Certificados Inversión Especial BCRD2,ATLÁNTICO,7.580000000000001,1,2025
Certificados Inversión Especial BCRD2,CRECER,0,1,2025
Certificados Inversión Especial BCRD2,JMMB_BDI,11.72,1,2025
Certificados Inversión Especial BCRD2,POPULAR,10.5,1,2025
Certificados Inversión Especial BCRD2,RESERVAS,0,1,2025
Certificados Inversión Especial BCRD2,ROMANA,0,1,2025
Certificados Inversión Especial BCRD2,SIEMBRA,0,1,2025
Certificados Inversión Especial BCRD2,TOTAL_CCI,10.027933973300545,1,2025
Certificados Inversión Especial BCRD2,RESERVAS-R3,0,1,2025
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,14.610000000000001,1,2025
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,1,2025
Certificados Inversión Especial BCRD2,TOTAL_SISTEMA,14.403271498198004,1,2025
Letras BCRD2,ATLÁNTICO,0,1,2025
Letras BCRD2,CRECER,0,1,2025
Letras BCRD2,JMMB_BDI,0,1,2025
Letras BCRD2,POPULAR,0,1,2025
Letras BCRD2,RESERVAS,0,1,2025
Letras BCRD2,ROMANA,0,1,2025
Letras BCRD2,SIEMBRA,0,1,2025
Letras BCRD2,TOTAL_CCI,0,1,2025
Letras BCRD2,RESERVAS-R3,0,1,2025
Letras BCRD2,BANCO_CENTRAL-R3,0,1,2025
Letras BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,1,2025
Letras BCRD2,TOTAL_SISTEMA,0,1,2025
Notas BCRD2,ATLÁNTICO,7.06,1,2025
Notas BCRD2,CRECER,8.62,1,2025
Notas BCRD2,JMMB_BDI,9.25,1,2025
Notas BCRD2,POPULAR,9.02,1,2025
Notas BCRD2,RESERVAS,8.110000000000001,1,2025
Notas BCRD2,ROMANA,9,1,2025
Notas BCRD2,SIEMBRA,9.06,1,2025
Notas BCRD2,TOTAL_CCI,8.926983909497237,1,2025
Notas BCRD2,RESERVAS-R3,7.630000000000001,1,2025
Notas BCRD2,BANCO_CENTRAL-R3,12.33,1,2025
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,8.88,1,2025
Notas BCRD2,TOTAL_SISTEMA,9.010334239987735,1,2025
Bonos Ministerio de Hacienda,ATLÁNTICO,5.8999999999999995,2,2025
Bonos Ministerio de Hacienda,CRECER,6.550000000000001,2,2025
Bonos Ministerio de Hacienda,JMMB_BDI,5.2,2,2025
Bonos Ministerio de Hacienda,POPULAR,6.41,2,2025
Bonos Ministerio de Hacienda,RESERVAS,6.87,2,2025
Bonos Ministerio de Hacienda,ROMANA,7.42,2,2025
Bonos Ministerio de Hacienda,SIEMBRA,6.22,2,2025
Bonos Ministerio de Hacienda,TOTAL_CCI,6.499385610349175,2,2025
Bonos Ministerio de Hacienda,RESERVAS-R3,6.45,2,2025
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,6.97,2,2025
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,6.2700000000000005,2,2025
Bonos Ministerio de Hacienda,TOTAL_SISTEMA,6.488061397778557,2,2025
Bonos EIF 1,ATLÁNTICO,10.58,2,2025
Bonos EIF 1,CRECER,10.12,2,2025
Bonos EIF 1,JMMB_BDI,10.13,2,2025
Bonos EIF 1,POPULAR,10.12,2,2025
Bonos EIF 1,RESERVAS,10.059999999999999,2,2025
Bonos EIF 1,ROMANA,10,2,2025
Bonos EIF 1,SIEMBRA,10.16,2,2025
Bonos EIF 1,TOTAL_CCI,10.128958509418483,2,2025
Bonos EIF 1,RESERVAS-R3,10.37,2,2025
Bonos EIF 1,BANCO_CENTRAL-R3,9.53,2,2025
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,10.25,2,2025
Bonos EIF 1,TOTAL_SISTEMA,10.134608032706568,2,2025
Certificados de Depósito EIF1,ATLÁNTICO,10.549999999999999,2,2025
Certificados de Depósito EIF1,CRECER,10.05,2,2025
Certificados de Depósito EIF1,JMMB_BDI,11.21,2,2025
Certificados de Depósito EIF1,POPULAR,9.77,2,2025
Certificados de Depósito EIF1,RESERVAS,9.71,2,2025
Certificados de Depósito EIF1,ROMANA,12.64,2,2025
Certificados de Depósito EIF1,SIEMBRA,10.16,2,2025
Certificados de Depósito EIF1,TOTAL_CCI,10.141896480333202,2,2025
Certificados de Depósito EIF1,RESERVAS-R3,9.3,2,2025
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,12.559999999999999,2,2025
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,8.59,2,2025
Certificados de Depósito EIF1,TOTAL_SISTEMA,10.15710118507827,2,2025
Certificados Inversión Especial BCRD2,ATLÁNTICO,0,2,2025
Certificados Inversión Especial BCRD2,CRECER,0,2,2025
Certificados Inversión Especial BCRD2,JMMB_BDI,11.72,2,2025
Certificados Inversión Especial BCRD2,POPULAR,10.5,2,2025
Certificados Inversión Especial BCRD2,RESERVAS,0,2,2025
Certificados Inversión Especial BCRD2,ROMANA,0,2,2025
Certificados Inversión Especial BCRD2,SIEMBRA,0,2,2025
Certificados Inversión Especial BCRD2,TOTAL_CCI,10.528416217268614,2,2025
Certificados Inversión Especial BCRD2,RESERVAS-R3,0,2,2025
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,14.610000000000001,2,2025
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,2,2025
Certificados Inversión Especial BCRD2,TOTAL_SISTEMA,14.455342366938087,2,2025
Letras BCRD2,ATLÁNTICO,0,2,2025
Letras BCRD2,CRECER,0,2,2025
Letras BCRD2,JMMB_BDI,0,2,2025
Letras BCRD2,POPULAR,0,2,2025
Letras BCRD2,RESERVAS,0,2,2025
Letras BCRD2,ROMANA,0,2,2025
Letras BCRD2,SIEMBRA,0,2,2025
Letras BCRD2,TOTAL_CCI,0,2,2025
Letras BCRD2,RESERVAS-R3,0,2,2025
Letras BCRD2,BANCO_CENTRAL-R3,0,2,2025
Letras BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,2,2025
Letras BCRD2,TOTAL_SISTEMA,0,2,2025
Notas BCRD2,ATLÁNTICO,7.06,2,2025
Notas BCRD2,CRECER,8.59,2,2025
Notas BCRD2,JMMB_BDI,9.46,2,2025
Notas BCRD2,POPULAR,8.92,2,2025
Notas BCRD2,RESERVAS,8.37,2,2025
Notas BCRD2,ROMANA,9.02,2,2025
Notas BCRD2,SIEMBRA,8.780000000000001,2,2025
Notas BCRD2,TOTAL_CCI,8.794871962807228,2,2025
Notas BCRD2,RESERVAS-R3,7.02,2,2025
Notas BCRD2,BANCO_CENTRAL-R3,12.31,2,2025
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,7.380000000000001,2,2025
Notas BCRD2,TOTAL_SISTEMA,8.889231073089974,2,2025
Bonos Ministerio de Hacienda,ATLÁNTICO,5.92,3,2025
Bonos Ministerio de Hacienda,CRECER,6.49,3,2025
Bonos Ministerio de Hacienda,JMMB_BDI,5.56,3,2025
Bonos Ministerio de Hacienda,POPULAR,6.4,3,2025
Bonos Ministerio de Hacienda,RESERVAS,6.76,3,2025
Bonos Ministerio de Hacienda,ROMANA,7.430000000000001,3,2025
Bonos Ministerio de Hacienda,SIEMBRA,6.239999999999999,3,2025
Bonos Ministerio de Hacienda,TOTAL_CCI,6.459357613857299,3,2025
Bonos Ministerio de Hacienda,RESERVAS-R3,6.49,3,2025
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,6.97,3,2025
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,6.29,3,2025
Bonos Ministerio de Hacienda,TOTAL_SISTEMA,6.455899277194803,3,2025
