"","date","fondo","rentabilidad"
"536",2007-07-01,"Porvenir4","0"
"537",2007-07-01,"Reservas","9.0123183111685781E-2"
"538",2007-07-01,"Romana","8.9118611488808952E-2"
"539",2007-07-01,"Siembra","9.1271988690811087E-2"
"540",2007-08-01,"Atlántico","0"
"541",2007-08-01,"Camino1","0"
"542",2007-08-01,"Caribalico2","0"
"543",2007-08-01,"Crecer","9.1320958867805016E-2"
"544",2007-08-01,"JMMB-BDI","0"
"545",2007-08-01,"León3","0"
"546",2007-08-01,"Popular","8.7048267094625972E-2"
"547",2007-08-01,"Porvenir4","0"
"548",2007-08-01,"Reservas","8.7184701721097144E-2"
"549",2007-08-01,"Romana","8.6435332378299604E-2"
"550",2007-08-01,"Siembra","8.8589237748883942E-2"
"551",2007-09-01,"Atlántico","0"
"552",2007-09-01,"Camino1","0"
"553",2007-09-01,"Caribalico2","0"
"554",2007-09-01,"Crecer","8.922926269673305E-2"
"555",2007-09-01,"JMMB-BDI","0"
"556",2007-09-01,"León3","0"
"557",2007-09-01,"Popular","8.5661076806598194E-2"
"558",2007-09-01,"Porvenir4","0"
"559",2007-09-01,"Reservas","8.42251649669883E-2"
"560",2007-09-01,"Romana","8.080062649631635E-2"
"561",2007-09-01,"Siembra","8.6927940567298467E-2"
"562",2007-10-01,"Atlántico","0"
"563",2007-10-01,"Camino1","0"
"564",2007-10-01,"Caribalico2","0"
"565",2007-10-01,"Crecer","8.7973985540240801E-2"
"566",2007-10-01,"JMMB-BDI","0"
"567",2007-10-01,"León3","0"
"568",2007-10-01,"Popular","8.5065885622280998E-2"
"569",2007-10-01,"Porvenir4","0"
"570",2007-10-01,"Reservas","8.3330353411559907E-2"
"571",2007-10-01,"Romana","7.9741564752388472E-2"
"572",2007-10-01,"Siembra","8.5904741726818834E-2"
"573",2007-11-01,"Atlántico","0"
"574",2007-11-01,"Camino1","0"
